id_municipio,nome_municipio,ano,id_meta_indicador,populacao_alvo,matriculas,percentual_meta,taxa_execucao_meta,taxa_matriculas,deficit_absoluto,deficit_meta
1200336,Mâncio Lima,2021,1.1,711,674,1,0.9479606188466948,0.9479606188466948,37,37
1200336,Mâncio Lima,2022,1.1,698,681,1,0.9756446991404012,0.9756446991404012,17,17
1200336,Mâncio Lima,2023,1.1,717,733,1,1.0223152022315203,1.0223152022315203,0,0
1200385,Plácido de Castro,2019,1.1,660,556,1,0.8424242424242424,0.8424242424242424,104,104
1200385,Plácido de Castro,2020,1.1,666,550,1,0.8258258258258259,0.8258258258258259,116,116
1200385,Plácido de Castro,2021,1.1,673,541,1,0.8038632986627043,0.8038632986627043,132,132
1200385,Plácido de Castro,2022,1.1,553,522,1,0.9439421338155516,0.9439421338155516,31,31
1200385,Plácido de Castro,2023,1.1,562,520,1,0.9252669039145908,0.9252669039145908,42,42
1200807,Porto Acre,2019,1.1,698,550,1,0.7879656160458453,0.7879656160458453,148,148
1200807,Porto Acre,2020,1.1,710,526,1,0.7408450704225352,0.7408450704225352,184,184
1200807,Porto Acre,2021,1.1,722,524,1,0.7257617728531855,0.7257617728531855,198,198
1200807,Porto Acre,2022,1.1,630,533,1,0.846031746031746,0.846031746031746,97,97
1200807,Porto Acre,2023,1.1,644,536,1,0.8322981366459627,0.8322981366459627,108,108
1200393,Porto Walter,2019,1.1,530,503,1,0.9490566037735849,0.9490566037735849,27,27
1200393,Porto Walter,2020,1.1,542,421,1,0.7767527675276753,0.7767527675276753,121,121
1200393,Porto Walter,2021,1.1,553,533,1,0.9638336347197106,0.9638336347197106,20,20
1200393,Porto Walter,2022,1.1,475,425,1,0.8947368421052632,0.8947368421052632,50,50
